DateTime_UTC|Price|Size|Exchange|Condition_Code
2018-08-29 13:39:40|146.81|100|DRCTEDGE| F  |
2018-08-29 13:39:40|146.81|100|DRCTEDGE|    |
2018-08-29 13:39:40|146.81|100|BEX|    |
2018-08-29 13:39:40|146.82|100|ISLAND|    |
2018-08-29 13:39:40|146.82|10|DRCTEDGE| F I|
2018-08-29 13:39:40|146.83|100|BATS|    |
2018-08-29 13:39:41|146.84|100|ARCA|    |
2018-08-29 13:39:43|146.8867|38|FINRA|   I|
2018-08-29 13:39:51|146.9|100|BEX| F  |
2018-08-29 13:39:51|146.89|100|FINRA|    |
2018-08-29 13:39:56|146.87|23|ARCA| F I|
2018-08-29 13:39:56|146.87|58|ARCA| F I|
2018-08-29 13:39:56|146.87|19|ARCA| F I|
2018-08-29 13:39:56|146.87|100|BYX| F  |
2018-08-29 13:39:56|146.87|100|BATS| F  |
2018-08-29 13:39:56|146.87|23|ISLAND| F I|
2018-08-29 13:39:56|146.87|77|ISLAND| F I|
2018-08-29 13:39:57|146.83|200|NYSE|    |
2018-08-29 13:40:00|146.82|200|NYSE|    |
2018-08-29 13:40:00|146.82|100|ISLAND|    |
2018-08-29 13:40:00|146.82|100|ISLAND|    |
2018-08-29 13:40:00|146.82|100|DRCTEDGE| F  |
2018-08-29 13:40:02|146.814|175|FINRA|    |
2018-08-29 13:40:03|146.9621|100|FINRA| 4 B|
2018-08-29 13:40:10|146.79|6|ISLAND|   I|
2018-08-29 13:40:10|146.79|94|ISLAND|   I|
2018-08-29 13:40:10|146.78|100|DRCTEDGE|    |
2018-08-29 13:40:11|146.75|87|ISLAND| F I|
2018-08-29 13:40:11|146.75|13|ISLAND|   I|
2018-08-29 13:40:11|146.75|70|DRCTEDGE|   I|
2018-08-29 13:40:11|146.75|60|PSX|   I|
2018-08-29 13:40:16|146.76|100|BEX|    |
2018-08-29 13:40:16|146.76|200|BYX| F  |
2018-08-29 13:40:16|146.76|2|BATS| F I|
2018-08-29 13:40:16|146.75|100|ISLAND|    |
2018-08-29 13:40:16|146.76|10|BYX| F I|
2018-08-29 13:40:16|146.76|2|BATS| F I|
2018-08-29 13:40:17|146.77|100|ISLAND| F  |
2018-08-29 13:40:17|146.77|100|DRCTEDGE| F  |
2018-08-29 13:40:17|146.77|100|ISLAND| F  |
2018-08-29 13:40:17|146.77|100|DRCTEDGE| F  |
2018-08-29 13:40:17|146.76|79|ISLAND| F I|
2018-08-29 13:40:17|146.79|1|BATS|   I|
2018-08-29 13:40:18|146.7858|75|FINRA|   I|
2018-08-29 13:40:21|146.79|100|IEX|    |
2018-08-29 13:40:21|146.78|100|BATS|    |
2018-08-29 13:40:21|146.79|99|BATS| F I|
2018-08-29 13:40:21|146.78|100|BATS| F  |
2018-08-29 13:40:24|146.8|50|FINRA|   I|
2018-08-29 13:40:25|146.77|5|ISLAND|   I|
2018-08-29 13:40:27|146.8|100|NYSE|    |
2018-08-29 13:40:27|146.8|100|ISLAND|    |
2018-08-29 13:40:27|146.8|100|BEX|    |
2018-08-29 13:40:27|146.8|100|ISLAND| F  |
2018-08-29 13:40:27|146.8|100|BATS|    |
2018-08-29 13:40:27|146.8|100|BATS| F  |
2018-08-29 13:40:27|146.8|100|BATS| F  |
2018-08-29 13:40:27|146.8|19|ISLAND| F I|
2018-08-29 13:40:27|146.8|81|ISLAND| F I|
2018-08-29 13:40:27|146.81|98|NYSE| F I|
2018-08-29 13:40:27|146.81|48|NYSE| F I|
2018-08-29 13:40:27|146.81|100|BEX|    |
2018-08-29 13:40:27|146.81|100|ISLAND|    |
2018-08-29 13:40:27|146.81|12|ISLAND|   I|
2018-08-29 13:40:27|146.82|5|ISLAND|   I|
2018-08-29 13:40:27|146.8|90|IEX|   I|
2018-08-29 13:40:28|146.8186|2|FINRA|   I|
2018-08-29 13:40:29|146.8|100|FINRA|    |
2018-08-29 13:40:29|146.83|900|FINRA|    |
2018-08-29 13:40:29|146.8193|800|FINRA|    |
2018-08-29 13:40:29|146.84|2|FINRA|   I|
2018-08-29 13:40:30|146.82|7|FINRA|   I|
2018-08-29 13:40:32|146.816|224|FINRA|    |
2018-08-29 13:40:33|146.82|2|FINRA|   I|
2018-08-29 13:40:33|146.82|100|FINRA|    |
2018-08-29 13:40:33|146.83|7|BATS|   I|
2018-08-29 13:40:38|146.8001|4|FINRA|   I|
2018-08-29 13:40:40|146.8|100|ISLAND|    |
2018-08-29 13:40:40|146.8|95|BEX|   I|
2018-08-29 13:40:40|146.8|100|ISLAND|    |
2018-08-29 13:40:40|146.8|100|ISLAND|    |
2018-08-29 13:40:40|146.8|100|ISLAND|    |
2018-08-29 13:40:40|146.79|18|ISLAND| F I|
2018-08-29 13:40:40|146.78|100|NYSE| F  |
2018-08-29 13:40:40|146.79|61|ISLAND|   I|
2018-08-29 13:40:40|146.79|21|ISLAND|   I|
2018-08-29 13:40:40|146.79|36|ISLAND|   I|
2018-08-29 13:40:40|146.79|64|ISLAND|   I|
2018-08-29 13:40:40|146.78|100|ISLAND| F  |
2018-08-29 13:40:40|146.78|100|ISLAND| F  |
2018-08-29 13:40:40|146.78|74|ISLAND| F I|
2018-08-29 13:40:40|146.8|100|FINRA|    |
