DateTime_UTC|Open|High|Low|Close|Volume|Count|
2018-08-29 13:30:00|17.25|17.25|17.25|17.25|75|1
2018-08-29 13:30:01|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:30:02|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:30:03|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:30:04|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:30:05|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:30:06|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:30:07|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:30:08|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:30:09|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:30:10|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:30:11|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:30:12|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:30:13|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:30:14|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:30:15|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:30:16|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:30:17|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:30:18|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:30:19|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:30:20|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:30:21|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:30:22|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:30:23|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:30:24|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:30:25|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:30:26|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:30:27|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:30:28|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:30:29|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:30:30|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:30:31|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:30:32|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:30:33|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:30:34|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:30:35|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:30:36|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:30:37|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:30:38|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:30:39|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:30:40|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:30:41|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:30:42|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:30:43|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:30:44|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:30:45|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:30:46|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:30:47|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:30:48|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:30:49|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:30:50|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:30:51|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:30:52|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:30:53|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:30:54|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:30:55|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:30:56|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:30:57|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:30:58|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:30:59|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:31:00|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:31:01|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:31:02|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:31:03|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:31:04|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:31:05|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:31:06|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:31:07|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:31:08|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:31:09|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:31:10|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:31:11|17.25|17.25|17.25|17.25|0|0
2018-08-29 13:31:12|17.25|17.25|17.25|17.25|0|0
